hhid	size	head_age	head_gender	head_marital	head_education	m0_5	f0_5	m6_16	f6_16	m17_39	f17_39	m40	f40	ml5	fl5	ml16	fl16	ml39	fl39	ml40	fl40
1407044.0	1	70	2	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1407054.0	3	30	1	3	11	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1407064.0	2	36	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1407074.0	4	30	1	3	8	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1407084.0	4	52	1	3	13	0	0	0	1	0	1	1	1	0.0	0.0	0.0	0.25	0.0	0.25	0.25	0.25
1407094.0	1	34	2	1	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1408004.0	3	51	1	3	13	0	0	0	0	1	2	0	0	0.0	0.0	0.0	0.0	0.33333334	0.6666667	0.0	0.0
1408013.0	1	32	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1408022.0	2	31	1	3	11	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1408031.0	3	25	1	7	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1408040.0	4	34	1	3	18	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1408050.0	1	30	1	3	12	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1408059.0	3	45	1	3	8	0	0	0	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1408068.0	3	49	1	3	21	0	0	0	0	1	0	0	2	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.6666667
1408077.0	4	30	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1408086.0	4	37	1	3	20	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409003.0	1	29	1	3	18	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1409011.0	2	30	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409019.0	3	31	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1409027.0	2	40	2	3	16	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409034.0	1	66	1	3	8	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1409037.0	2	35	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409042.0	4	25	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409050.0	1	27	1	1	19	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1409056.0	2	22	1	1	17	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1409073.0	1	35	1	3	12	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1410005.0	3	48	1	3	14	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1410018.0	1	33	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1410046.0	4	50	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1410061.0	1	53	2	6	9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1410075.0	1	30	1	3	15	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1410083.0	1	28	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1410089.0	5	45	1	3	8	0	1	1	2	0	1	0	0	0.0	0.2	0.2	0.4	0.0	0.2	0.0	0.0
1410103.0	3	30	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1410117.0	2	50	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1410132.0	1	30	1	3	9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1411011.0	1	50	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1411022.0	1	44	1	3	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1411033.0	5	51	1	3	21	0	0	0	0	3	0	1	1	0.0	0.0	0.0	0.0	0.6	0.0	0.2	0.2
1411044.0	5	34	2	3	9	0	0	0	0	2	0	2	1	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.2
1411055.0	4	25	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1411066.0	4	49	2	3	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1411077.0	1	35	2	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1411082.0	3	41	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1411099.0	3	45	1	3	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1411110.0	4	36	2	3	9	0	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.25
1412004.0	2	48	2	3	15	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0
1412018.0	2	53	2	6	8	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1412032.0	4	50	2	5	11	0	0	0	0	2	0	1	1	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.25
1412046.0	2	50	1	3	21	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
1412059.0	3	44	2	6	0	0	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.6666667	0.0	0.33333334	0.0
1412073.0	2	69	1	3	9	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5
1412087.0	3	34	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1412100.0	2	42	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1412114.0	2	28	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1412128.0	1	55	2	1	8	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1413004.0	4	45	1	3	13	0	0	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.5
1413015.0	5	50	1	3	8	0	1	1	2	0	1	0	0	0.0	0.2	0.2	0.4	0.0	0.2	0.0	0.0
1413026.0	2	28	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1413037.0	1	46	2	6	21	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1413048.0	1	58	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1413058.0	1	52	1	3	19	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1413069.0	2	56	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1413080.0	2	42	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1413096.0	1	53	1	3	19	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1413102.0	1	32	2	1	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1414017.0	2	48	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1414041.0	4	48	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1414089.0	3	44	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1414112.0	4	61	1	3	13	0	0	0	0	3	1	0	0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0
1414136.0	5	55	1	3	8	0	0	0	0	2	1	1	1	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.2
1414160.0	3	36	1	3	15	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1414169.0	1	30	1	1	17	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1414183.0	2	33	2	4	13	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5
1414194.0	2	25	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1414231.0	1	34	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1426001.0	4	38	1	3	11	0	0	1	1	0	1	0	1	0.0	0.0	0.25	0.25	0.0	0.25	0.0	0.25
1426008.0	1	30	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1426016.0	3	55	1	3	0	0	0	0	0	2	1	0	0	0.0	0.0	0.0	0.0	0.6666667	0.33333334	0.0	0.0
1426024.0	1	65	1	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1426031.0	4	31	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1426039.0	3	45	1	3	13	0	0	1	0	0	0	0	2	0.0	0.0	0.33333334	0.0	0.0	0.0	0.0	0.6666667
1426046.0	1	57	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1426054.0	4	40	1	3	21	1	0	1	0	0	0	0	2	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.5
1426058.0	1	60	1	6	22	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1426062.0	4	30	1	3	0	0	0	0	0	2	2	0	0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
1427002.0	2	30	1	3	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1427015.0	5	33	1	3	13	0	0	1	1	1	0	1	1	0.0	0.0	0.2	0.2	0.2	0.0	0.2	0.2
1427028.0	4	23	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1427040.0	1	25	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1427053.0	3	54	1	3	0	0	0	0	0	1	2	0	0	0.0	0.0	0.0	0.0	0.33333334	0.6666667	0.0	0.0
1427066.0	2	30	1	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1427079.0	2	99	2	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1427092.0	1	49	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1427105.0	1	28	1	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1427118.0	2	30	1	1	12	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1428005.0	1	30	1	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1428034.0	1	31	1	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1428048.0	4	52	2	4	0	0	0	0	0	2	0	1	1	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.25
1428053.0	4	52	2	4	11	0	0	0	0	2	0	1	1	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.25
1428062.0	1	20	1	1	9	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1428076.0	2	27	1	3	8	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0
1428104.0	3	35	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1428118.0	1	35	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1428123.0	5	36	2	6	8	0	0	0	2	0	2	0	1	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.2
1428132.0	2	51	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1433001.0	8	55	1	3	13	0	0	1	1	2	3	1	0	0.0	0.0	0.125	0.125	0.25	0.375	0.125	0.0
1433010.0	1	31	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1433018.0	1	88	2	5	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1433027.0	2	25	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1433036.0	1	52	2	6	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1433045.0	1	82	2	5	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1433053.0	4	36	1	3	0	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25
1433062.0	2	25	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1433071.0	1	27	1	3	9	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1433079.0	5	23	2	2	0	0	0	0	0	1	0	1	3	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.6
1434005.0	4	35	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1434013.0	1	27	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1434021.0	2	26	1	1	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1434029.0	1	21	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1434037.0	2	20	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1434045.0	1	27	1	3	11	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1434053.0	6	43	1	3	0	2	0	0	0	0	1	1	2	0.33333334	0.0	0.0	0.0	0.0	0.16666667	0.16666667	0.33333334
1434061.0	1	34	1	1	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1434068.0	7	31	1	3	8	1	2	0	0	0	1	1	2	0.14285715	0.2857143	0.0	0.0	0.0	0.14285715	0.14285715	0.2857143
1434076.0	1	24	1	1	21	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1435003.0	2	25	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1435011.0	5	45	1	3	13	0	0	0	2	0	0	1	2	0.0	0.0	0.0	0.4	0.0	0.0	0.2	0.4
1435020.0	4	41	1	3	13	0	0	2	1	0	1	0	0	0.0	0.0	0.5	0.25	0.0	0.25	0.0	0.0
1435028.0	4	33	1	3	13	0	0	1	1	0	0	1	1	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.25
1435036.0	1	23	1	1	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1435044.0	3	24	1	3	17	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1435053.0	2	27	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1435061.0	5	49	1	3	21	0	0	1	2	1	1	0	0	0.0	0.0	0.2	0.4	0.2	0.2	0.0	0.0
1435069.0	3	34	1	3	13	0	1	1	0	0	1	0	0	0.0	0.33333334	0.33333334	0.0	0.0	0.33333334	0.0	0.0
1435078.0	1	23	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1436008.0	3	40	1	7	13	0	0	1	1	0	0	0	1	0.0	0.0	0.33333334	0.33333334	0.0	0.0	0.0	0.33333334
1436018.0	4	45	1	3	17	0	0	1	0	0	1	0	2	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.5
1436028.0	7	49	1	7	21	0	0	0	0	2	2	1	2	0.0	0.0	0.0	0.0	0.2857143	0.2857143	0.14285715	0.2857143
1436037.0	4	30	1	3	0	0	1	2	1	0	0	0	0	0.0	0.25	0.5	0.25	0.0	0.0	0.0	0.0
1436047.0	3	26	2	1	21	1	0	0	0	0	0	1	1	0.33333334	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334
1436057.0	2	28	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1436067.0	8	42	1	3	21	0	1	2	2	2	0	0	1	0.0	0.125	0.25	0.25	0.25	0.0	0.0	0.125
1436077.0	1	39	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1436086.0	1	32	2	3	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1436096.0	3	35	1	3	21	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1437002.0	1	34	1	3	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1437013.0	1	48	1	7	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1437024.0	2	36	2	4	15	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1437036.0	2	27	1	1	12	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1437047.0	2	30	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1437058.0	1	36	2	6	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1437069.0	4	25	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1437080.0	3	23	1	3	9	0	0	1	0	0	0	1	1	0.0	0.0	0.33333334	0.0	0.0	0.0	0.33333334	0.33333334
1437092.0	2	50	1	3	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1437103.0	4	39	1	3	0	0	1	0	2	0	1	0	0	0.0	0.25	0.0	0.5	0.0	0.25	0.0	0.0
1438011.0	2	30	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1438023.0	1	22	1	3	20	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438034.0	5	59	1	3	18	0	0	0	0	3	0	1	1	0.0	0.0	0.0	0.0	0.6	0.0	0.2	0.2
1438046.0	2	35	2	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1438058.0	1	51	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1438069.0	4	30	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1438081.0	1	34	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438092.0	1	38	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438104.0	1	30	1	1	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438110.0	1	30	2	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1439007.0	2	34	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1439014.0	2	43	1	3	11	0	0	1	0	0	1	0	0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0
1439018.0	1	42	2	5	15	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1439030.0	1	40	1	3	19	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1439053.0	1	28	1	3	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1439064.0	5	48	1	3	13	0	0	1	2	1	0	0	1	0.0	0.0	0.2	0.4	0.2	0.0	0.0	0.2
1439075.0	1	50	1	3	17	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1439087.0	2	23	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1439098.0	3	42	1	3	13	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1439110.0	2	36	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1440002.0	3	75	2	6	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1440003.0	1	56	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440004.0	4	56	1	5	9	0	0	0	0	0	3	0	1	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.25
1440005.0	1	28	2	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440007.0	2	27	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1440008.0	1	32	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440009.0	1	33	1	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440011.0	4	32	1	3	0	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25
1440012.0	1	41	1	3	8	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440013.0	2	74	2	6	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1445003.0	3	28	1	3	13	1	0	0	0	0	1	0	1	0.33333334	0.0	0.0	0.0	0.0	0.33333334	0.0	0.33333334
1445011.0	4	38	1	3	21	1	1	0	0	0	1	0	1	0.25	0.25	0.0	0.0	0.0	0.25	0.0	0.25
1445019.0	1	29	1	7	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1445027.0	1	39	1	3	9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1445035.0	1	25	1	1	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1445043.0	2	26	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1445051.0	2	25	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1445060.0	2	27	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1445068.0	1	32	1	3	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1445076.0	4	39	1	6	9	0	0	0	1	1	0	1	1	0.0	0.0	0.0	0.25	0.25	0.0	0.25	0.25
1446008.0	1	27	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1446016.0	2	50	2	4	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1446024.0	2	28	1	3	12	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1446033.0	3	35	1	3	12	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1446041.0	5	27	1	3	21	0	0	0	0	0	1	2	2	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.4
1446049.0	1	28	2	1	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1446057.0	1	42	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1446065.0	3	34	1	3	11	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1446074.0	3	38	1	3	19	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1446082.0	2	58	1	6	8	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1448006.0	1	26	2	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1448013.0	4	50	1	3	0	0	0	1	1	0	2	0	0	0.0	0.0	0.25	0.25	0.0	0.5	0.0	0.0
1448020.0	8	60	1	3	0	0	0	0	0	4	3	0	1	0.0	0.0	0.0	0.0	0.5	0.375	0.0	0.125
1448027.0	1	33	1	3	9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1448033.0	3	38	1	3	13	0	0	1	0	0	1	1	0	0.0	0.0	0.33333334	0.0	0.0	0.33333334	0.33333334	0.0
1448040.0	1	50	2	3	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1448047.0	3	30	1	3	9	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1448053.0	1	21	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
