hhid	pid	sim_id	mobile_sim_ownership	mobile_sim_access	nb_handsets	network	contract	airtime_expt	calls_per_day	coverage	first_usage_m	first_usage_y	reason_multiple1	reason_multiple2	reason_multiple_other	reason_separate	reason_separate_other
1289072.0	3	1	1		1	1	2	400	5	1	6	2004					
1289016.0	1	1	1		1	1	2	2000	8	1	6	2000					
1289048.0	1	1	1		1	1	2	200	5	1	4	2000					
1289024.0	2	1	1		1	1	2	2500	6	1	99	2003					
1289040.0	1	1	1		1	1	2	400	5	1	4	2006					
1290014.0	1	1	1		2	2	1	3000	4	2	2	2003	1				
1290014.0	1	2	1		2	1	2	3000	5	2	2	2003	1				
1290051.0	1	1	1		2	1	2	2500	10	1	2	2000	1				
1290051.0	1	2	1		2	2	2	1500	8	1	2	2000	1				
1290025.0	1	1	1		1	2	1	4000	7	1	12	2000					
1290035.0	2	1	1		1	1	2	3000	3	1	2	2001					
1290019.0	2	1	1		1	1	1	2000	5	1	7	2003					
1290030.0	1	1	1		2	1	2	8000	13	1	99	2000					
1290046.0	2	1	1		1	1	2	3000	7	1	5	2004					
1290041.0	2	1	1		1	1	2	800	3	1	7	2004					
1290009.0	1	1	1		1	1	2	13000	15	1	2	1998					
1290003.0	2	1	1		1	1	2	3000	3	1	4	2002					
1310084.0	1	1	1		1	1	2	1800	3	1	7	2007					
1310075.0	2	1	1		1	1	2	1500	3	2	6	2007					
1310017.0	2	1	1		2	2	2	500	2	1	1	2007	1				
1310017.0	2	2	1		2	1	2	100	1	2	1	2007	1				
1310046.0	1	1	1		1	1	2	250	3	1	99	2001					
1310036.0	1	1	1		1	1	2	500	4	1	10	2006					
1310095.0	2	1	1		1	2	2	120000	5	1	4	9999	1				
1310095.0	2	2	1		1	1	2	1500	6	1	4	9999	1				
1310094.0	2	1	1		2	2	2	400	999	1	99	2004	1				
1310094.0	2	2	1		2	1	1	9999999	999	1	99	2004	1				
1310065.0	1	1	1		1	1	2	1500	10	1	5	2007	2			2	
1310065.0	1	2	1		1	1	2	500	999	1	5	2007	2			2	
1310007.0	1	1	1		1	2	2	1000	3	1	4	2002					
1310027.0	1	1	1		1	1	2	500	5	1	5	2000					
1311004.0	1	1	2	1		1	2	600	2	1	8	2004					
1311049.0	1	1	1		1	1	2	200	3	2	1	2007					
1311035.0	2	1	1		1	1	2	1000	7	4	3	2003	1				
1311035.0	2	2	1		1	2	2	500	3	1	3	2003	1				
1311108.0	1	1	1		1	1	2	20	1	1	2	2008					
1311123.0	1	1	1		1	2	2	300	3	1	6	2000					
1311019.0	1	1	2	1		1	2	600	2	1	3	2008					
1311046.0	1	1	1		1	1	2	1500	6	1	4	2006					
1311138.0	1	1	1		1	1	2	300	4	1	12	2007					
1311093.0	1	1	1		1	1	2	1000	5	1	10	2006					
7069.0	1	1	2	1		1	2	1200	4	1	2	2000					
7150.0	1	1	1		1	1	2	1500	2	1	1	2002					
7020.0	1	1	1		1	1	2	600	2	1	8	2006					
7053.0	1	1	1		1	2	2	160	2	1	5	2006					
7004.0	1	1	1		1	1	2	4800	5	1	7	2006					
7085.0	2	1	1		1	1	2	100	1	1	99	2008					
7134.0	2	1	2	1		1	2	200	2	1	99	2007					
7036.0	1	1	1		1	1	2	200	1	1	7	2005					
7117.0	1	1	1		1	3	2	1500	10	1	7	2006	4				
7117.0	1	2	1		1	1	2	3000	6	1	7	2006	4				
7101.0	2	1	1		1	2	2	500	3	1	99	2005					
11092.0	1	1	2	1		1	2	500	2	1	5	2005					
11092.0	1	2	2	1		1	2	4000	5	1	5	2005	7		99		
11059.0	1	1	1		1	1	2	1500	4	1	2	2003					
11125.0	2	1	1		1	1	2	3000	7	1	3	2004					
11158.0	1	1	1		1	1	2	3000	7	1	7	2005					
11074.0	1	1	1		1	1	2	800	4	1	1	2004					
11027.0	2	1	1		1	1	2	700	4	1	8	1999					
11010.0	1	1	1		1	1	2	150	5	1	9	2005					
11109.0	1	1	1		2	1	2	7000	10	1	6	1999	1				
11109.0	1	2	1		2	2	2	1000	6	1	6	1999	1				
11043.0	1	1	1		1	1	2	400	2	1	99	2002					
11141.0	1	1	2	1		1	2	1500	15	2	3	2004	4				
11141.0	1	2	2	1		1	2	500	2	1	3	2004	4				
15076.0	2	1	1		1	1	2	200	3	1	9	2002					
15017.0	3	1	1		1	1	2	1500	5	1	12	2005					
15029.0	1	1	2	1		1	2	500	1	1	5	2008					
15112.0	2	1	2	1		1	2	500	1	1	5	2007					
15100.0	2	1	1		1	1	2	150	1	1	99	2006					
15088.0	2	1	1		1	1	2	500	4	1	6	2008					
15041.0	1	1	1		1	1	2	200	3	1	99	2004					
1376078.0	2	1	1		1	1	2	700	4	1	3	2002					
1376042.0	1	1	1		1	1	2	1500	5	1	99	2004					
1376115.0	1	1	1		1	1	2	1000	3	1	9	2002					
1376006.0	2	1	1		1	1	2	600	4	1	2	2000					
1376018.0	1	1	1		2	1	2	9999999	2	1	9	2006					
1376018.0	1	2	1		2	1	2	9999999	2	1	9	2006	7		99		
1377051.0	2	1	1		1	2	2	300	3	1	1	2007					
1377099.0	1	1	1		1	1	1	480	3	1	99	9999					
1377057.0	2	1	1		1	1	2	400	3	1	99	2003					
1377025.0	2	1	1		1	1	2	250	1	1	99	2003					
1377036.0	1	1	2	1		1	2	300	4	1	5	2006					
1377004.0	2	1	1		2	1	2	500	6	1	2	2002	1				
1377004.0	2	2	1		2	2	2	250	2	1	2	2002	1				
1377068.0	2	1	1		1	1	2	200	2	1	6	2005					
1377046.0	2	1	1		1	1	2	500	1	1	2	2007					
1377015.0	1	1	1		1	1	2	500	2	1	99	2004					
1377089.0	1	1	1		1	1	2	1000	4	1	2	1999					
2054.0	1	1	1		1	1	2	4500	5	1	5	2000					
2076.0	1	1	1		1	1	2	3500	10	1	5	2000					
2033.0	1	1	1		1	1	2	8000	9	3	99	2002					
2056.0	1	1	2	1		2	2	4000	4	1	9	2000	2			6	99
2056.0	1	2	2	1		1	1	9999999	999	1	9	2000	2			6	99
2097.0	3	1	1		2	1	1	8000	10	1	3	2005					
2097.0	3	2	1		2	2	1	2000	3	1	3	2005	7		99		
2079.0	2	1	1		1	1	2	10000	999	1	2	2002	1				
2079.0	2	2	1		1	2	2	2000	5	1	2	2002	1				
2108.0	3	1	1		2	3	2	3000	4	1	99	9999	1				
2108.0	3	2	1		2	1	2	500	2	1	99	9999	1				
2022.0	1	1	1		1	1	2	6000	8	3	99	2001					
2043.0	1	1	1		1	1	2	6000	2	3	99	2002					
2011.0	1	1	1		1	1	2	6000	6	3	99	2003					
12063.0	3	1	1		1	1	2	1500	2	1	12	2007					
12026.0	2	1	1		1	1	2	1000	5	1	5	2004					
12033.0	2	1	1		1	1	2	300	3	1	1	2007					
12055.0	2	1	1		1	1	2	600	3	1	4	2006					
12041.0	1	1	2	1		1	2	9999999	1	1	7	2005					
12048.0	1	1	1		1	1	2	200	1	1	2	2008					
12011.0	2	1	2	1		1	2	1500	5	1	3	2004					
12018.0	2	1	2	1		1	2	500	1	1	8	2003					
1370021.0	1	1	1		1	1	2	500	3	1	12	2004					
1370089.0	1	1	2	1		1	2	600	999	1	99	9999					
1370060.0	1	1	2	1		2	2	700	2	1	4	2002					
1370040.0	2	1	1		1	1	1	400	4	1	12	2006					
1370001.0	2	1	1		1	1	1	3000	6	1	2	2001					
1370070.0	2	1	1		2	1	2	3000	999	1	99	2002					
1370070.0	2	2	1		2	2	2	1500	999	1	99	2002	7		99		
1370030.0	1	1	1		1	1	2	2500	3	1	99	9999					
1370050.0	1	1	1		1	1	2	200	3	1	99	9999					
1370079.0	1	1	1		1	1	2	1500	3	1	5	2004					
29011.0	1	1	1		1	1	2	1000	3	2	99	2003					
29095.0	2	1	1		1	1	2	100	1	3	99	2007					
29015.0	2	1	2	1		1	2	300	1	2	5	2007					
29038.0	2	1	1		1	1	2	3000	3	2	10	2006					
29026.0	1	1	1		1	1	2	6000	9	2	99	2004					
29106.0	1	1	1		1	1	2	600	5	3	99	2004					
29072.0	1	1	1		1	1	2	150	1	1	99	2004					
29061.0	1	1	2	1		1	2	500	2	1	6	2004					
43033.0	1	1	1		1	1	2	100	1	1	4	2008					
43044.0	1	1	2	1		1	2	1000	2	3	99	9999					
43088.0	1	1	2	1		1	2	9999999	999	1	99	2008					
43110.0	1	1	2	1		1	2	600	999	1	12	2004					
43055.0	1	1	2	1		1	2	500	2	1	9	2007					
1383029.0	1	1	1		1	1	2	200	3	1	99	2000					
1383138.0	1	1	1		1	1	2	4200	5	1	99	2005					
1383123.0	1	1	2	1		1	2	500	10	1	99	2007					
1383154.0	1	1	1		1	1	2	300	1	1	3	2005					
1383013.0	1	1	1		1	1	2	1500	6	2	4	2006					
1383045.0	2	1	2	1		1	2	1000	3	1	99	2006					
1383060.0	1	1	1		1	1	2	1200	6	1	9	2004					
1383107.0	2	1	1		1	1	2	200	2	1	99	2005					
1383091.0	2	1	1		1	1	2	300	5	1	99	2003					
1383076.0	2	1	2	1		1	2	300	3	1	99	2006					
1384133.0	1	1	1		1	1	2	3000	8	2	99	2002					
1384072.0	1	1	2	1		1	2	1500	10	1	3	2008					
1384002.0	2	1	1		1	1	2	1000	10	1	99	2004					
1384115.0	1	1	1		1	1	2	600	3	1	99	2007					
1384086.0	1	1	2	1		1	2	1000	7	1	99	2006					
1384129.0	2	1	1		1	1	2	1000	4	1	3	2004					
1384101.0	2	1	2	1		1	2	100	1	1	99	9999					
1384030.0	1	1	2	1		1	2	200	3	1	99	2004					
1384044.0	1	1	1		1	1	2	200	8	1	1	2008					
1384016.0	1	1	2	1		1	2	150	2	1	99	2005					
28090.0	1	1	1		1	1	2	3000	2	2	4	2003					
28002.0	2	1	1		1	1	2	300	4	1	4	2008					
28036.0	1	1	1		1	1	2	100	2	1	99	2006					
28003.0	1	1	2	1		1	2	300	2	1	99	9999					
28057.0	1	1	1		1	1	2	100	1	3	1	2005					
139030.0	2	1	1		1	1	2	300	2	2	9	2004					
139043.0	2	1	1		1	1	2	200	3	1	12	2006					
139016.0	1	1	2	1		1	2	1500	10	1	11	1999					
139044.0	2	1	1		1	1	2	250	5	1	12	2005					
139050.0	1	1	1		1	1	2	700	3	1	99	2005					
139033.0	1	1	1		1	1	2	800	2	2	99	2003					
139010.0	7	1	1		1	1	2	5000	4	1	99	2004					
139023.0	1	1	1		1	1	2	400	4	1	99	2005					
140011.0	2	1	1		1	1	2	500	4	3	4	2006					
140042.0	2	1	1		1	1	2	200	2	1	99	2006					
140030.0	1	1	1		1	1	2	200	1	3	12	2007					
140036.0	1	1	2	1		1	2	900	3	1	7	2003					
140033.0	1	1	2	1		1	2	1500	3	2	2	2006					
140055.0	1	1	2	1		1	2	100	2	1	99	2007					
140002.0	1	1	2	1		1	2	500	3	2	2	2007					
141093.0	1	1	1		1	1	2	2000	10	1	4	2001					
141045.0	1	1	1		1	1	2	750	3	1	99	2005					
141009.0	1	1	1		1	1	2	2000	1	1	99	2002					
141021.0	2	1	1		1	1	2	200	2	1	99	2006					
141081.0	3	1	2	1		1	2	100	999	3	99	2006					
141081.0	3	2	2	1		1	2	20	1	3	99	2006	7		99		
141081.0	3	3	2	1		1	2	50	1	3	99	2006	7		99		
146027.0	2	1	1		1	1	2	100	1	3	5	2008					
146016.0	2	1	1		1	1	2	3000	20	1	99	1998					
146064.0	2	1	2	1		1	2	300	2	1	99	2000					
146009.0	1	1	1		1	1	2	9999999	10	1	99	2000					
146037.0	2	1	2	1		1	2	200	1	2	99	2004	2			6	99
146037.0	2	2	2	1		1	2	400	3	2	99	2004	2			6	99
146055.0	1	1	1		1	1	2	400	2	1	2	2006					
146083.0	3	1	1		1	1	2	500	2	1	10	2005					
146073.0	3	1	2	1		1	2	500	3	1	12	2002					
146079.0	1	1	1		1	1	2	300	2	1	5	2000					
147053.0	2	1	1		1	1	2	600	5	1	3	2005					
147021.0	1	1	1		1	1	2	800	4	1	3	2004					
147020.0	1	1	2	1		1	2	9999999	1	1	7	2005					
147009.0	1	1	1		1	1	2	300	5	1	4	2004					
147013.0	1	1	2	1		1	2	9999999	999	1	10	2005					
147066.0	1	1	1		1	1	2	2100	10	2	2	2006					
147046.0	1	1	2	1		1	2	500	17	1	99	9999					
147051.0	2	1	2	1		1	2	9999999	1	1	6	2006					
53018.0	2	1	2	1		3	2	600	4	1	99	2007					
53011.0	2	1	2	1		1	2	600	1	1	12	2007					
53030.0	1	1	1		1	1	2	200	999	1	1	2007					
53055.0	1	1	1		1	1	2	400	2	1	2	2008					
53061.0	2	1	1		1	1	2	100	5	1	4	2005					
53049.0	5	1	1		1	1	2	700	5	1	99	2006					
62012.0	3	1	2	1		1	2	400	5	1	12	1999					
62089.0	1	1	1		1	1	2	300	4	1	99	2007					
62082.0	1	1	2	1		1	2	9999999	999	1	99	9999					
62082.0	1	2	2	1		1	2	9999999	999	1	99	9999	7		99		
62042.0	4	1	1		1	1	2	500	5	1	8	2005					
62062.0	1	1	2	1		1	2	600	3	1	1	2008					
1385027.0	1	1	2	1		1	2	3000	6	1	99	2000					
1385015.0	2	1	2	1		1	2	3000	5	1	99	2006					
1385039.0	1	1	1		1	1	2	200	5	1	99	2007					
1385075.0	2	1	1		1	1	2	200	2	1	7	2007					
1385051.0	1	1	1		1	1	2	150	1	1	1	2006					
1385087.0	1	1	1		1	1	2	500	1	1	11	2007					
1385099.0	2	1	2	1		1	2	1500	2	1	99	2000					
1386029.0	1	1	1		2	1	2	2000	9	1	4	2002	4				
1386029.0	1	2	1		2	1	2	400	1	1	4	2002	4				
1386036.0	2	1	1		1	1	2	2000	8	1	99	2005					
1386060.0	1	1	1		1	1	2	700	4	1	3	2006					
1386049.0	3	1	2	1		1	2	500	6	1	1	2008					
1386055.0	2	1	1		1	1	2	1000	10	1	8	2004					
1386062.0	2	1	1		1	2	2	9999999	2	1	99	2004					
1386010.0	1	1	1		1	1	2	150	5	1	99	2003					
1386003.0	1	1	1		1	1	2	800	3	1	8	2000					
1386023.0	1	1	1		1	1	2	400	8	1	99	2003					
1387046.0	1	1	1		1	1	2	400	3	1	2	2007					
1387030.0	1	1	2	1		1	2	400	4	1	99	2007					
1387154.0	1	1	1		1	1	2	250	1	1	99	2005					
1387108.0	1	1	1		1	1	2	2100	3	1	99	2005					
1387015.0	1	1	1		1	1	2	400	3	1	2	2007					
1387139.0	1	1	1		1	1	2	300	4	1	1	2000					
1387092.0	1	1	1		1	1	2	300	4	1	4	2000					
1388073.0	1	1	1		1	1	2	600	4	1	6	2005					
1388056.0	2	1	1		1	1	2	1300	5	1	12	2006					
1388027.0	1	1	1		1	1	2	3000	5	1	11	2003					
1388041.0	2	1	1		1	1	2	3000	4	1	99	2005					
1388012.0	2	1	1		1	1	2	600	3	3	4	2005					
1388049.0	1	1	1		1	1	2	3000	18	1	2	2006					
1388034.0	1	1	1		1	1	2	800	10	1	11	2005					
1388019.0	2	1	1		1	1	2	2100	2	3	12	2003					
1388005.0	1	1	1		1	1	2	250	3	1	8	2003					
56009.0	2	1	2	1		1	2	9999999	3	1	99	2003					
56017.0	1	1	1		2	3	2	150	1	1	99	2006	4				
56017.0	1	2	1		2	1	2	300	3	1	99	2006	4				
56088.0	1	1	2	1		1	2	400	3	1	10	2007					
56044.0	1	1	1		1	1	2	300	6	2	99	2006					
56053.0	2	1	2	1		1	2	200	4	1	9	2007					
56061.0	1	1	2	1		1	2	300	3	1	12	2007					
1389041.0	2	1	1		2	1	2	200	4	2	9	2005	6				
1389041.0	2	2	1		2	1	2	500	4	2	9	2005	6				
1389060.0	2	1	1		1	1	2	300	8	1	99	2004					
1389029.0	1	1	1		1	1	2	500	5	1	2	2007					
1389035.0	1	1	1		1	1	2	2500	6	1	99	2004					
1389005.0	2	1	1		1	1	2	1200	4	2	5	2008					
1389017.0	2	1	1		1	1	2	500	2	1	3	2007					
1389047.0	2	1	1		1	1	2	1000	5	1	7	2005					
1389011.0	2	1	2	1		1	1	500	3	1	99	2006					
1389050.0	1	1	1		1	1	2	1200	5	2	99	2001					
1389054.0	2	1	1		1	1	2	500	2	1	99	2005					
112081.0	1	1	1		2	1	2	500	6	1	99	2004	1				
112081.0	1	2	1		2	2	2	250	2	1	99	2004	1				
112068.0	2	1	1		1	1	2	200	2	1	12	2006					
112043.0	2	1	1		1	1	2	500	2	1	1	2008					
112030.0	1	1	1		1	1	2	1000	2	1	99	2005					
112005.0	1	1	1		1	1	2	1000	4	1	99	2002					
112018.0	2	1	1		1	1	2	200	1	1	99	2006					
112105.0	1	1	2	1		1	2	150	1	1	11	2007					
112118.0	1	1	1		1	1	2	500	3	1	99	2003					
113045.0	2	1	2	1		1	2	9999999	999	1	10	2006					
113071.0	1	1	1		1	1	2	1000	10	1	99	1999					
113079.0	1	1	2	1		1	2	500	3	1	5	2001					
113028.0	1	1	2	1		1	2	100	1	1	99	9999					
113001.0	1	1	1		1	1	2	2000	2	1	99	2004					
113019.0	2	1	1		1	1	2	9999999	3	1	99	2006					
113002.0	2	1	1		1	1	2	100	2	1	99	2004					
1394007.0	1	1	1		1	1	2	750	1	1	8	2004					
1394053.0	2	1	1		1	1	2	9999999	1	1	9	2006					
1394066.0	2	1	1		1	1	2	1000	5	1	2	2007					
1394060.0	2	1	2	1		1	2	400	2	1	8	2005					
1394047.0	1	1	2	1		1	2	500	2	1	4	2001					
1394046.0	1	1	1		1	1	2	1500	8	1	99	2003					
1394040.0	2	1	2	1		1	2	500	2	1	99	2007					
1395029.0	2	1	1		1	1	2	500	3	1	1	2005					
1395033.0	2	1	2	1		1	2	500	2	1	99	2003					
1395014.0	2	1	1		1	1	2	300	2	1	3	2004					
1395009.0	2	1	1		1	1	2	500	3	1	99	2003					
1395019.0	1	1	1		1	1	2	3000	6	1	4	2003					
1395005.0	1	1	1		1	1	2	350	1	1	3	2004					
1395048.0	3	1	1		1	1	2	600	5	1	99	2007					
1395038.0	2	1	2	1		1	2	200	1	1	4	2008					
1395043.0	2	1	1		1	1	2	300	10	1	99	2004					
1395024.0	2	1	1		1	1	2	1000	2	1	99	2002					
1397006.0	2	1	1		1	1	2	500	5	1	99	2005					
1397025.0	2	1	1		1	1	2	1500	2	1	99	2004					
1397065.0	2	1	1		1	1	2	200	1	1	3	2005					
1397045.0	2	1	1		1	1	2	1000	10	1	10	2004					
1397035.0	1	1	1		1	1	2	1500	4	1	99	1996					
1397015.0	2	1	1		1	1	2	200	3	1	99	2001					
1397075.0	1	1	2	1		1	2	200	3	1	7	2007					
1397085.0	2	1	1		1	1	2	600	5	1	1	2006					
1397095.0	2	1	1		1	1	2	1000	10	1	99	2005					
1397055.0	1	1	1		1	1	2	1500	7	1	4	2001					
1399057.0	2	1	1		1	1	2	1500	6	1	12	2005					
1399073.0	2	1	1		1	1	2	900	3	1	2	2003					
1399049.0	1	1	1		1	1	2	700	5	1	99	2006					
1399025.0	2	1	1		1	1	2	2220	5	1	99	1999					
1399009.0	2	1	1		1	1	2	2800	8	1	99	2003					
1399002.0	1	1	2	1		1	2	300	2	1	99	2007					
1399017.0	2	1	2	1		1	2	600	999	1	99	2000					
1399033.0	2	1	2	1		1	2	500	10	1	3	2005					
1399041.0	2	1	1		1	1	2	200	4	1	4	2006					
1399065.0	4	1	1		1	1	2	200	999	1	4	2003					
1400115.0	1	1	1		1	1	2	6000	3	1	6	2005					
1400057.0	1	1	1		1	1	2	300	2	1	99	2000					
1400102.0	1	1	1		1	1	2	1000	8	1	8	2001					
1400076.0	1	1	1		2	1	2	3600	8	2	12	2002	1				
1400076.0	1	2	1		2	2	2	400	1	1	12	2002	1				
1400089.0	1	1	1		1	1	2	800	5	2	2	2000					
1400049.0	1	1	1		1	1	2	1500	7	1	99	2001					
1400002.0	1	1	1		1	1	2	300	5	1	99	2006					
1401023.0	1	1	1		1	1	2	2000	10	1	99	2002					
1401001.0	1	1	2	1		1	2	240	6	1	3	2006					
1401053.0	2	1	1		1	1	2	1000	4	1	2	2008					
1401046.0	2	1	2	1		1	2	300	4	1	99	2000					
1401068.0	1	1	1		1	1	2	300	2	1	99	2000					
1401075.0	1	1	1		1	1	2	200	3	1	99	2003					
1401038.0	2	1	1		1	1	2	560	15	1	2	2007					
1401016.0	1	1	1		1	1	2	1000	6	1	99	1999					
1401008.0	2	1	1		1	1	2	480	3	1	99	2004					
1402085.0	2	1	1		1	1	2	1200	3	1	5	2005					
1402122.0	1	1	1		1	1	2	3000	10	1	99	2002					
1402110.0	2	1	1		1	1	2	900	10	1	6	2005					
1402073.0	2	1	1		1	1	2	200	3	1	12	2002					
1402024.0	1	1	1		1	1	2	1000	5	1	99	2006					
1402012.0	3	1	1		1	1	2	500	4	1	1	2008					
1402061.0	1	1	1		1	1	2	200	3	2	99	2001					
1402098.0	1	1	1		1	1	2	800	3	1	12	2003					
1402049.0	1	1	1		1	1	2	300	3	3	99	2006					
1402037.0	1	1	1		1	1	2	1500	4	1	10	2006					
94064.0	1	1	1		1	1	2	900	1	1	99	2001					
94073.0	1	1	1		1	1	2	600	8	1	2	2008					
94081.0	1	1	1		1	1	2	1500	1	1	12	2004					
94005.0	2	1	2	1		1	2	100	1	1	2	2006					
94030.0	1	1	1		1	1	2	1000	10	1	12	2003					
94013.0	1	1	1		1	1	2	1500	10	1	4	2003					
94039.0	1	1	1		1	1	2	500	2	1	3	2008					
94047.0	1	1	1		1	1	2	4000	15	1	99	2004					
94056.0	1	1	1		1	1	2	200	2	1	99	2004					
1398055.0	1	1	1		1	1	2	840	4	2	99	2002					
1398038.0	1	1	2	1		1	2	4000	8	1	99	2007					
1398046.0	1	1	1		1	1	2	2200	5	1	99	2000					
1398012.0	1	1	1		1	1	2	300	2	1	99	2006					
1398029.0	2	1	1		1	1	2	100	2	1	99	2005					
1398003.0	2	1	1		1	1	2	9999999	6	1	99	2004					
1398020.0	1	1	1		1	1	2	1000	5	1	99	2003					
1398081.0	2	1	1		1	1	2	500	5	2	5	2002					
1398072.0	1	1	1		1	1	2	3300	5	1	6	2006					
1398063.0	1	1	1		1	1	2	900	1	1	12	2005					
137036.0	1	1	2	1		1	2	500	3	1	7	2007					
137080.0	1	1	1		1	1	2	800	4	1	7	2005					
137027.0	1	1	2	1		2	2	600	2	1	99	2006					
137054.0	2	1	2	1		1	2	100	2	1	3	2007					
137009.0	1	1	1		1	2	2	200	1	1	11	2007					
137062.0	1	1	1		1	2	2	600	4	1	3	2005					
137018.0	1	1	1		1	1	2	600	2	1	6	2007					
137089.0	1	1	1		1	1	2	1500	7	1	7	2006					
138021.0	1	1	1		1	1	2	1000	999	1	4	2001					
138044.0	1	1	1		1	1	2	200	5	1	2	2001					
138068.0	3	1	2	1		1	2	200	3	1	3	2003					
138056.0	1	1	1		1	1	2	1000	4	1	5	2007					
138107.0	2	1	1		1	1	1	9999999	999	1	1	2008					
138091.0	1	1	1		1	1	2	500	4	1	7	2006					
138032.0	2	1	2	1		1	2	500	3	1	3	2005					
138009.0	2	1	1		1	1	2	500	3	1	2	2002					
1405084.0	2	1	2	1		1	2	1000	5	1	99	2007					
1405002.0	1	1	1		1	1	2	200	3	1	99	2003					
1405038.0	1	1	1		2	1	2	200	1	1	7	2001	1				
1405038.0	1	2	1		2	2	2	20	999	1	7	2001	1				
1405066.0	1	1	1		1	1	2	300	1	1	7	2005					
1405048.0	1	1	1		1	1	2	600	5	1	6	2007					
1405029.0	1	1	1		2	1	2	1500	3	1	9	1999					
1405020.0	1	1	1		1	1	2	800	4	1	3	2000					
1405057.0	1	1	2	1		1	2	2000	15	1	6	2002					
1406089.0	1	1	2	1		1	2	2000	4	1	99	2006					
1406079.0	1	1	1		1	1	2	3500	3	1	4	2006					
1406069.0	1	1	1		1	1	2	4000	5	1	7	2005					
1406029.0	1	1	1		1	1	2	500	3	1	8	2006					
1406099.0	1	1	1		1	1	2	3600	6	1	12	2000					
1406019.0	1	1	1		1	1	2	750	4	1	6	2006					
1406009.0	1	1	1		2	1	2	1500	3	1	99	2005	3				
1406009.0	1	2	1		2	1	2	800	1	1	99	2005	3				
1406049.0	1	1	1		1	1	2	1500	3	1	99	2007					
1406039.0	2	1	2	1		1	2	3000	3	1	99	2007					
1406085.0	1	1	1		1	1	2	500	2	1	2	2007					
1407084.0	2	1	1		1	1	2	150	3	1	7	2003					
1407054.0	2	1	2	1		1	2	1500	63	1	99	2007					
1407044.0	2	1	1		1	1	2	200	1	1	2	2008					
1407064.0	2	1	1		1	1	2	200	1	1	99	2003					
1407024.0	2	1	2	1		1	2	1000	999	1	99	2007					
1407004.0	2	1	2	1		2	2	500	3	1	7	2006					
1408013.0	1	1	1		1	1	2	100	999	1	99	2006					
1408086.0	2	1	1		2	2	2	3000	20	1	3	2000	6				
1408086.0	2	2	1		2	1	2	1000	3	1	3	2000	6				
1408086.0	2	3	1		2	1	2	1200	5	1	3	2000	6				
1408068.0	1	1	1		2	1	2	500	4	2	5	2001	1				
1408068.0	1	2	1		2	2	2	1500	7	1	5	2001	1				
1408059.0	1	1	1		1	1	2	500	5	1	5	2002					
1408004.0	3	1	1		1	1	2	600	3	1	7	2007					
1408022.0	1	1	1		1	1	2	220	7	1	99	2004					
1408040.0	2	1	2	1		1	2	1000	10	1	7	2003					
1408050.0	2	1	1		1	1	2	600	2	1	2	2008					
1409027.0	2	1	1		1	1	1	1000	5	1	4	1998					
1409042.0	1	1	1		1	1	2	6000	10	1	99	2004					
1409050.0	1	1	1		1	1	2	4000	8	1	1	2001					
1409003.0	1	1	1		1	1	2	3500	7	1	2	2000					
1409056.0	1	1	1		1	1	2	2500	4	1	3	2001					
1409011.0	1	1	1		1	1	1	9999999	3	1	7	2002					
1409019.0	1	1	1		2	1	2	1000	3	1	99	2002	2			2	
1409019.0	1	2	1		2	1	2	1000	5	1	99	2002	2			2	
1409037.0	1	1	1		1	1	1	3000	9	1	99	2003					
1409073.0	1	1	2	1		1	1	1100	3	1	2	2001					
1410075.0	1	1	1		2	1	2	400	2	1	12	2001					
1410075.0	1	2	1		2	2	2	200	1	1	12	2001	7		99		
1410018.0	1	1	1		1	1	2	500	6	1	11	2002					
1410005.0	2	1	1		1	1	2	9999999	999	1	8	2007					
1410103.0	2	1	1		1	1	2	2100	4	1	99	2005					
1410089.0	1	1	1		1	1	2	9999999	999	1	99	2004					
1410132.0	1	1	1		1	1	2	500	2	1	9	2003					
1410117.0	2	1	1		1	1	2	300	3	1	7	2003					
1410046.0	1	1	1		1	1	2	3000	6	1	99	1998					
1411044.0	1	1	1		1	1	1	2500	4	1	1	2005					
1411066.0	1	1	1		1	1	1	300	2	1	11	2007					
1411033.0	1	1	1		1	1	2	500	3	1	99	2005					
1411055.0	2	1	1		1	1	2	600	4	1	10	2007					
1411077.0	1	1	1		1	1	1	400	5	1	2	2005					
1411022.0	2	1	1		1	1	2	1200	3	1	12	2007					
1411011.0	1	1	1		1	1	1	900	2	1	1	2005					
1411082.0	1	1	1		1	1	2	600	3	1	8	2007					
1411099.0	2	1	1		1	1	2	600	3	1	3	2005					
1412032.0	1	1	1		1	1	2	400	1	1	99	2004					
1412046.0	3	1	1		1	1	2	3000	10	1	99	2006					
1412087.0	1	1	1		1	1	2	1000	10	1	1	2003					
1412100.0	1	1	1		1	1	2	600	10	1	12	2004					
1412114.0	1	1	1		1	1	2	500	4	1	99	2006					
1412073.0	1	1	1		1	2	2	1000	4	1	9	2002					
1412004.0	1	1	1		1	1	2	4500	3	1	9	2006					
1413004.0	2	1	1		1	1	2	1500	999	1	99	2002					
1413026.0	1	1	1		1	1	1	400	5	1	6	2004					
1413037.0	1	1	1		1	1	1	9999999	2	1	99	2004					
1413102.0	1	1	1		1	2	2	3000	4	1	99	2003					
1413048.0	1	1	1		1	1	2	3000	86	1	99	2000					
1413015.0	1	1	1		1	2	1	300	999	1	12	2000					
1413080.0	1	1	1		1	1	1	1500	3	1	7	2004					
